game_id,score_F_phase1,score_G_phase1,score_F_phase2,score_G_phase2,score_F,score_G,winner,phase1_turns,phase1_end_player,phase2_turns,phase2_end_player
575,3,2,7,6,12,11,F,9,G,9,F
576,5,2,10,6,12,12,draw,9,G,9,F
577,4,2,9,4,13,8,F,9,G,9,F
578,1,0,3,1,7,4,F,2,F,4,G
579,6,5,12,11,17,14,F,9,G,9,F
580,2,1,4,3,7,9,G,6,F,2,G
581,3,2,6,7,11,13,G,9,G,6,F
582,3,2,6,6,8,8,draw,8,F,4,G
583,3,2,6,8,9,11,G,4,F,9,G
584,2,0,7,4,13,9,F,9,G,9,F
585,5,5,10,10,15,16,G,9,G,2,F
586,2,1,9,5,14,8,F,2,F,9,G
587,5,4,13,8,21,13,F,9,G,9,F
588,3,3,7,7,11,14,G,9,G,6,F
589,1,3,6,9,11,13,G,5,G,9,F
590,2,1,6,4,12,7,F,2,F,9,G
591,2,1,7,4,12,10,F,9,G,9,F
592,2,3,8,6,14,8,F,5,G,9,F
593,2,0,6,4,12,8,F,3,G,9,F
594,0,2,4,5,11,10,F,2,F,6,G
595,1,1,7,6,15,9,F,2,F,9,G
596,3,3,6,6,11,9,F,9,G,9,F
597,1,0,7,6,12,12,draw,2,F,9,G
598,5,3,9,7,16,13,F,9,G,9,F
599,3,4,8,8,12,15,G,9,G,9,F
600,6,5,13,12,19,19,draw,9,G,9,F
601,2,4,8,12,15,21,G,5,G,9,F
602,1,1,4,5,10,16,G,3,G,4,F
603,2,1,5,5,10,9,F,9,G,9,F
604,3,2,7,4,12,7,F,9,G,9,F
605,0,1,3,4,8,8,draw,3,G,9,F
606,2,2,6,8,11,15,G,8,F,9,G
607,3,2,8,6,13,11,F,9,G,9,F
608,1,3,5,6,11,12,G,2,F,9,G
609,4,2,10,6,19,11,F,3,G,9,F
610,2,2,7,6,14,10,F,5,G,8,F
611,0,3,3,7,9,13,G,9,G,4,F
612,3,3,8,7,13,12,F,9,G,9,F
613,4,3,8,6,13,11,F,9,G,2,F
614,2,2,5,6,9,10,G,9,G,2,F
615,4,4,9,6,15,9,F,9,G,9,F
616,2,1,8,3,14,8,F,5,G,9,F
617,2,4,7,9,13,17,G,9,G,8,F
618,1,1,5,4,10,8,F,4,F,9,G
619,3,1,10,3,18,6,F,2,F,6,G
620,3,4,9,10,16,17,G,9,G,9,F
621,2,2,5,4,9,10,G,9,G,9,F
622,1,3,5,7,12,12,draw,5,G,9,F
623,2,2,7,7,12,11,F,6,F,9,G
624,4,2,9,5,17,6,F,9,G,6,F
625,2,0,5,3,8,8,draw,4,F,9,G
626,1,1,5,6,12,13,G,2,F,8,G
627,4,3,8,7,14,11,F,9,G,9,F
628,3,2,5,6,9,13,G,5,G,8,F
629,1,1,4,5,10,11,G,3,G,6,F
630,3,4,8,8,14,10,F,9,G,9,F
631,4,1,9,4,13,7,F,5,G,9,F
632,2,2,5,6,10,12,G,3,G,2,F
633,2,2,7,5,12,12,draw,4,F,9,G
634,2,2,7,7,12,14,G,5,G,9,F
635,3,1,10,6,15,12,F,5,G,9,F
636,1,3,4,7,10,10,draw,3,G,6,F
637,4,2,8,3,12,6,F,9,G,9,F
638,3,2,6,7,11,13,G,7,G,9,F
639,2,1,9,6,16,13,F,3,G,9,F
640,4,2,8,4,12,8,F,9,G,2,F
641,2,4,4,7,7,9,G,9,G,9,F
642,4,3,10,7,17,9,F,9,G,4,F
643,2,1,8,6,14,13,F,9,G,9,F
644,1,1,6,4,11,8,F,3,G,9,F
645,5,4,9,10,15,14,F,8,F,9,G
646,1,3,3,9,6,16,G,9,G,9,F
647,0,3,5,8,12,16,G,4,F,9,G
648,3,4,6,10,12,16,G,7,G,2,F
649,2,3,4,6,6,9,G,9,G,2,F
650,1,1,4,5,9,9,draw,2,F,9,G
651,1,1,4,4,8,9,G,3,G,9,F
652,3,2,7,6,11,12,G,7,G,9,F
653,5,5,11,9,16,15,F,9,G,9,F
654,0,3,3,7,8,13,G,3,G,9,F
655,2,1,9,4,14,9,F,6,F,8,G
656,1,3,5,9,9,15,G,3,G,9,F
657,4,4,7,7,11,14,G,9,G,9,F
658,5,3,10,8,16,16,draw,9,G,9,F
659,2,1,5,4,10,10,draw,9,G,2,F
660,3,3,7,5,11,6,F,9,G,9,F
661,6,4,12,8,16,11,F,9,G,9,F
662,2,2,4,4,9,10,G,9,G,2,F
663,3,4,8,8,13,13,draw,9,G,9,F
664,1,1,4,3,11,7,F,4,F,8,G
665,2,4,7,7,12,13,G,9,G,4,F
666,4,4,10,8,16,12,F,9,G,9,F
667,2,3,6,7,11,14,G,7,G,9,F
668,4,3,8,6,12,9,F,9,G,9,F
669,4,1,7,6,12,13,G,6,F,4,G
670,1,4,5,10,9,16,G,8,F,9,G
671,1,1,6,4,11,7,F,2,F,9,G
672,5,2,9,5,14,9,F,9,G,9,F
673,4,1,7,4,11,7,F,3,G,2,F
674,1,2,2,8,5,14,G,4,F,9,G
675,3,4,8,9,15,12,F,9,G,6,F
676,4,4,10,9,17,14,F,9,G,9,F
677,4,2,7,4,10,6,F,9,G,4,F
678,2,2,5,8,10,17,G,3,G,8,F
679,2,3,4,6,9,13,G,3,G,2,F
680,5,3,11,8,16,16,draw,7,G,9,F
681,3,4,7,9,14,14,draw,9,G,4,F
682,4,1,11,6,18,12,F,3,G,9,F
683,3,4,7,7,10,11,G,9,G,9,F
684,1,3,5,8,9,15,G,9,G,9,F
685,2,3,7,6,13,9,F,7,G,8,F
686,3,1,8,5,14,12,F,3,G,8,F
687,3,3,8,9,12,14,G,6,F,9,G
688,2,3,7,9,11,18,G,6,F,9,G
689,6,5,10,10,13,17,G,9,G,9,F
690,6,3,12,8,18,12,F,9,G,9,F
691,1,1,3,6,8,14,G,2,F,4,G
692,2,2,7,5,12,12,draw,8,F,8,G
693,1,1,4,5,9,10,G,6,F,9,G
694,1,1,5,3,12,8,F,2,F,9,G
695,3,4,8,8,14,12,F,6,F,9,G
696,2,1,4,2,9,6,F,9,G,9,F
697,3,0,8,1,15,5,F,5,G,9,F
698,4,1,8,4,12,7,F,5,G,9,F
699,4,4,6,8,10,12,G,9,G,8,F
700,2,4,8,7,12,11,F,9,G,9,F
701,1,4,2,10,5,13,G,6,F,4,G
702,2,3,5,8,10,14,G,9,G,4,F
703,2,2,4,5,6,9,G,6,F,9,G
704,1,1,4,3,10,7,F,6,F,4,G
705,3,2,8,6,12,11,F,5,G,4,F
706,3,4,7,7,11,11,draw,8,F,9,G
707,4,1,9,5,13,10,F,9,G,9,F
708,1,2,5,7,10,14,G,2,F,9,G
709,2,1,5,3,10,7,F,2,F,4,G
710,1,1,6,4,11,8,F,2,F,9,G
711,4,2,8,4,13,8,F,9,G,9,F
712,2,4,5,7,8,14,G,9,G,2,F
713,3,3,7,7,10,12,G,7,G,9,F
714,0,2,0,4,4,11,G,2,F,2,G
715,1,1,6,4,9,7,F,3,G,6,F
716,0,3,1,6,3,9,G,7,G,4,F
717,2,2,5,7,11,12,G,2,F,4,G
718,4,6,9,10,14,14,draw,9,G,9,F
719,4,4,9,8,14,14,draw,9,G,8,F
720,2,2,5,7,9,12,G,4,F,9,G
721,1,1,6,5,13,11,F,3,G,9,F
722,2,0,4,5,6,9,G,9,G,9,F
723,0,2,4,8,9,15,G,2,F,9,G
724,1,2,7,7,12,14,G,2,F,6,G
725,3,2,7,6,14,11,F,9,G,8,F
726,1,2,4,6,11,12,G,2,F,6,G
727,5,1,8,2,14,6,F,9,G,2,F
728,3,1,8,4,12,7,F,3,G,9,F
729,3,3,10,7,14,11,F,5,G,9,F
730,2,0,6,7,11,15,G,2,F,9,G
731,4,3,8,8,15,15,draw,9,G,4,F
732,5,5,13,12,21,17,F,9,G,9,F
733,5,2,9,7,13,13,draw,9,G,9,F
734,4,0,7,3,11,7,F,6,F,9,G
735,2,1,4,4,9,9,draw,8,F,4,G
736,4,1,10,4,15,7,F,9,G,9,F
737,2,4,4,10,7,16,G,5,G,2,F
738,2,3,8,7,14,10,F,5,G,9,F
739,5,5,11,12,18,17,F,9,G,2,F
740,4,4,11,9,17,14,F,5,G,9,F
741,3,3,8,8,15,13,F,8,F,9,G
742,6,1,11,2,14,6,F,9,G,9,F
743,5,2,10,5,14,10,F,9,G,2,F
744,3,2,9,6,14,12,F,9,G,9,F
745,3,3,7,8,9,14,G,9,G,9,F
746,3,0,5,3,6,5,F,9,G,6,F
747,5,4,11,8,17,13,F,9,G,9,F
748,4,3,11,6,17,13,F,9,G,9,F
749,4,1,10,3,16,8,F,7,G,9,F
750,1,1,6,5,14,10,F,3,G,9,F
751,4,3,9,6,13,14,G,9,G,4,F
752,2,0,9,6,17,12,F,3,G,9,F
753,2,3,8,7,15,10,F,9,G,9,F
754,2,3,5,7,10,14,G,9,G,9,F
755,1,3,4,8,10,11,G,4,F,9,G
756,2,5,6,12,13,18,G,6,F,9,G
757,4,4,7,9,8,17,G,9,G,9,F
758,3,2,9,5,16,8,F,3,G,9,F
759,1,2,5,6,10,12,G,2,F,9,G
760,4,3,8,6,12,11,F,9,G,4,F
761,0,1,4,4,8,7,F,4,F,6,G
762,5,3,11,7,15,13,F,9,G,6,F
763,3,3,9,6,17,11,F,9,G,9,F
764,2,2,7,6,12,11,F,2,F,8,G
765,4,2,9,3,14,6,F,9,G,9,F
766,2,2,8,6,13,12,F,9,G,9,F
767,5,3,10,10,15,18,G,9,G,9,F
768,3,3,5,5,9,11,G,9,G,6,F
769,0,2,4,5,9,10,G,2,F,9,G
770,2,1,4,2,8,5,F,4,F,2,G
771,1,0,4,1,11,3,F,3,G,9,F
772,1,3,6,9,12,15,G,9,G,8,F
773,0,2,4,5,6,11,G,3,G,9,F
774,3,2,8,4,12,6,F,9,G,9,F
775,3,1,6,3,9,7,F,9,G,9,F
776,3,4,10,11,16,17,G,9,G,9,F
777,3,2,8,5,16,11,F,5,G,2,F
778,2,1,8,6,14,11,F,3,G,9,F
779,4,1,9,2,13,5,F,9,G,9,F
780,2,1,6,2,14,6,F,4,F,2,G
781,3,4,6,9,9,16,G,9,G,8,F
782,4,3,9,9,14,15,G,6,F,8,G
783,5,1,10,5,15,8,F,5,G,9,F
784,1,1,6,6,14,12,F,2,F,9,G
785,4,3,8,6,14,11,F,9,G,2,F
786,2,3,5,9,9,14,G,5,G,9,F
787,1,4,7,9,14,16,G,9,G,9,F
788,1,1,4,2,9,6,F,3,G,2,F
789,0,4,1,7,4,9,G,9,G,9,F
790,2,1,8,7,16,14,F,2,F,6,G
791,1,1,4,4,9,9,draw,2,F,8,G
792,2,2,6,4,8,8,draw,3,G,9,F
793,4,3,10,7,16,11,F,9,G,9,F
794,2,2,6,8,12,14,G,3,G,9,F
795,2,3,5,5,11,10,F,9,G,2,F
796,4,3,7,7,13,13,draw,9,G,4,F
797,5,1,14,2,21,5,F,5,G,6,F
798,4,4,10,9,16,14,F,9,G,9,F
799,2,4,7,9,10,16,G,7,G,9,F
800,2,2,5,6,9,10,G,9,G,9,F
801,3,5,10,8,17,11,F,9,G,9,F
802,3,0,8,3,15,10,F,9,G,9,F
803,4,3,8,5,10,7,F,9,G,9,F
804,2,1,5,5,9,7,F,2,F,9,G
805,1,2,5,7,10,13,G,2,F,9,G
806,3,1,8,5,14,9,F,3,G,8,F
807,2,3,5,7,8,11,G,8,F,9,G
808,3,4,9,9,15,16,G,9,G,9,F
809,3,3,9,5,17,8,F,4,F,9,G
810,2,0,6,2,11,6,F,9,G,6,F
811,2,1,6,4,14,9,F,8,F,9,G
812,4,3,8,6,12,9,F,9,G,9,F
813,2,4,4,9,7,17,G,7,G,2,F
814,1,1,5,5,10,10,draw,2,F,9,G
815,2,3,5,8,9,15,G,9,G,9,F
816,3,2,8,5,14,9,F,8,F,8,G
817,1,2,4,5,9,11,G,9,G,4,F
818,5,4,11,8,17,15,F,9,G,9,F
819,2,3,5,8,11,14,G,6,F,6,G
820,1,3,5,9,9,15,G,8,F,8,G
821,1,1,1,2,6,7,G,5,G,4,F
822,2,3,7,6,11,12,G,9,G,4,F
823,3,2,6,4,11,9,F,7,G,2,F
824,1,2,6,6,12,11,F,4,F,8,G
825,3,4,8,9,13,15,G,9,G,9,F
826,1,2,5,8,11,14,G,4,F,9,G
827,3,3,7,7,12,11,F,9,G,9,F
828,1,0,4,1,12,6,F,4,F,2,G
829,2,1,7,5,13,10,F,2,F,9,G
830,2,1,6,5,12,11,F,3,G,9,F
831,1,0,4,1,8,5,F,4,F,4,G
832,1,1,3,2,7,6,F,3,G,4,F
833,4,0,7,1,10,5,F,9,G,9,F
834,4,2,10,6,16,10,F,9,G,6,F
835,1,3,5,8,8,17,G,9,G,9,F
836,2,2,4,4,8,8,draw,3,G,2,F
837,3,1,9,3,15,7,F,9,G,9,F
838,4,3,8,6,12,10,F,9,G,9,F
839,5,5,11,9,16,16,draw,7,G,9,F
840,2,4,6,8,9,14,G,9,G,9,F
841,3,4,7,9,11,13,G,9,G,9,F
842,2,2,6,6,11,11,draw,4,F,4,G
843,2,1,8,6,13,11,F,2,F,9,G
844,3,3,5,7,8,12,G,9,G,9,F
845,2,3,6,7,10,13,G,3,G,4,F
846,2,1,6,6,10,11,G,9,G,9,F
847,3,1,9,7,16,14,F,3,G,9,F
848,4,2,9,4,13,8,F,5,G,9,F
849,3,3,6,6,9,10,G,9,G,4,F
850,3,2,7,5,14,11,F,9,G,4,F
851,4,4,8,8,13,13,draw,9,G,2,F
852,3,2,7,6,11,10,F,9,G,9,F
853,5,2,8,5,12,8,F,9,G,8,F
854,1,3,4,11,9,19,G,2,F,9,G
855,1,1,4,4,8,7,F,3,G,9,F
856,4,2,11,5,18,11,F,3,G,9,F
857,2,2,6,6,9,9,draw,5,G,2,F
858,2,2,6,5,13,10,F,6,F,4,G
859,2,1,5,7,9,11,G,5,G,9,F
860,5,3,10,6,16,11,F,9,G,9,F
861,4,1,9,5,14,10,F,9,G,9,F
862,3,2,7,7,12,12,draw,7,G,9,F
863,5,1,11,5,17,10,F,7,G,9,F
864,1,1,5,5,10,10,draw,9,G,9,F
865,4,3,11,5,17,8,F,9,G,9,F
866,1,2,5,6,11,11,draw,5,G,9,F
867,3,5,6,11,11,19,G,9,G,9,F
868,4,3,8,7,12,13,G,9,G,4,F
869,2,1,4,3,10,7,F,5,G,8,F
870,4,4,8,8,13,11,F,8,F,9,G
871,2,0,6,3,11,10,F,6,F,9,G
872,2,0,8,4,14,8,F,3,G,9,F
873,5,3,8,6,11,11,draw,9,G,6,F
874,2,3,5,7,11,13,G,7,G,6,F
875,1,1,7,7,12,12,draw,2,F,9,G
876,1,1,6,7,11,13,G,2,F,9,G
877,1,3,5,9,8,14,G,4,F,9,G
878,1,2,3,6,10,14,G,8,F,2,G
879,2,1,6,4,10,11,G,5,G,9,F
880,2,3,6,8,11,14,G,9,G,9,F
881,6,3,13,8,19,14,F,9,G,9,F
882,1,2,3,3,8,9,G,9,G,2,F
883,0,4,1,8,6,14,G,6,F,2,G
884,4,3,9,6,15,9,F,9,G,6,F
885,2,1,7,6,12,12,draw,9,G,9,F
886,5,3,11,6,15,10,F,9,G,9,F
887,2,1,7,5,13,10,F,5,G,8,F
888,3,3,8,8,15,11,F,6,F,9,G
889,4,5,7,9,11,15,G,9,G,8,F
890,0,1,5,5,11,12,G,3,G,9,F
891,1,1,3,3,9,6,F,2,F,6,G
892,1,4,5,8,11,11,draw,8,F,9,G
893,3,4,9,6,14,9,F,9,G,9,F
894,3,0,8,3,12,6,F,8,F,8,G
895,1,1,5,5,12,9,F,3,G,9,F
896,3,3,7,8,11,14,G,9,G,9,F
897,2,2,6,7,8,15,G,9,G,9,F
898,6,1,12,4,18,9,F,9,G,9,F
899,4,2,9,5,19,11,F,6,F,2,G
900,1,2,6,6,12,12,draw,2,F,8,G
901,2,2,8,6,14,12,F,3,G,9,F
902,6,4,8,7,10,11,G,9,G,9,F
903,1,3,5,9,12,14,G,4,F,9,G
904,1,1,5,5,10,10,draw,6,F,9,G
905,4,1,8,6,12,13,G,9,G,9,F
906,3,3,8,7,15,13,F,7,G,9,F
907,1,3,6,8,11,14,G,7,G,9,F
908,1,1,5,3,11,6,F,5,G,9,F
909,5,4,9,7,15,11,F,9,G,9,F
910,1,3,3,7,8,12,G,6,F,8,G
911,3,4,7,8,11,12,G,9,G,9,F
912,3,0,7,2,11,9,F,9,G,4,F
913,0,0,4,2,7,7,draw,5,G,9,F
914,2,0,8,3,14,9,F,2,F,9,G
915,4,2,7,7,11,14,G,9,G,9,F
916,4,2,8,6,11,13,G,9,G,9,F
917,4,0,10,3,16,8,F,9,G,9,F
918,3,3,9,8,14,14,draw,8,F,9,G
919,3,3,8,11,13,17,G,4,F,9,G
920,3,3,10,10,15,15,draw,5,G,9,F
921,2,3,6,5,9,9,draw,5,G,9,F
922,0,2,2,5,7,9,G,5,G,4,F
923,2,1,6,4,12,8,F,7,G,9,F
924,1,2,3,5,5,9,G,9,G,9,F
925,3,1,7,4,11,7,F,4,F,9,G
926,3,1,9,5,16,14,F,3,G,9,F
927,3,2,8,6,13,11,F,9,G,9,F
928,4,3,10,7,15,14,F,9,G,9,F
929,2,2,5,10,8,16,G,4,F,9,G
930,2,3,8,6,14,11,F,9,G,9,F
931,1,0,6,0,9,2,F,9,G,9,F
932,2,3,6,10,10,18,G,9,G,9,F
933,4,4,10,8,16,13,F,9,G,2,F
934,2,2,6,6,12,12,draw,2,F,8,G
935,2,1,5,4,8,6,F,3,G,6,F
936,6,1,11,4,18,9,F,9,G,8,F
937,4,2,9,5,14,11,F,9,G,9,F
938,1,4,4,10,7,16,G,9,G,4,F
939,1,5,6,11,11,16,G,4,F,9,G
940,1,1,3,4,6,8,G,2,F,9,G
941,2,2,4,4,7,10,G,9,G,9,F
942,1,2,4,7,8,12,G,9,G,8,F
943,3,2,7,5,13,11,F,9,G,2,F
944,4,4,8,8,14,13,F,9,G,2,F
945,1,0,4,3,11,12,G,2,F,4,G
946,4,2,8,4,15,9,F,9,G,9,F
947,3,3,9,7,16,11,F,5,G,9,F
948,4,1,8,2,14,5,F,9,G,2,F
949,4,3,9,7,15,14,F,9,G,9,F
950,3,3,8,5,12,8,F,9,G,9,F
951,4,4,9,7,15,14,F,7,G,9,F
952,4,1,9,3,13,9,F,5,G,2,F
953,4,3,8,7,12,12,draw,9,G,8,F
954,4,2,9,4,15,8,F,4,F,2,G
955,6,4,13,8,19,13,F,9,G,9,F
956,3,2,5,3,10,8,F,3,G,2,F
957,5,2,9,6,14,11,F,9,G,6,F
958,4,1,9,4,14,9,F,9,G,9,F
959,3,2,6,5,10,11,G,9,G,4,F
960,3,4,6,7,12,13,G,9,G,9,F
961,3,2,7,4,11,8,F,9,G,9,F
962,3,3,7,6,11,12,G,9,G,2,F
963,2,1,5,3,10,9,F,9,G,2,F
964,2,1,6,4,8,7,F,9,G,9,F
965,2,2,5,7,10,10,draw,9,G,9,F
966,2,1,10,4,17,10,F,3,G,9,F
967,1,1,3,7,6,12,G,2,F,9,G
968,2,2,5,7,9,11,G,3,G,9,F
969,3,2,6,4,9,9,draw,7,G,4,F
970,5,3,10,8,17,16,F,5,G,9,F
971,3,1,5,3,8,8,draw,9,G,9,F
972,3,1,9,7,15,15,draw,5,G,9,F
973,2,3,6,9,11,15,G,8,F,9,G
974,5,4,11,9,16,15,F,9,G,4,F
975,1,2,3,9,7,15,G,4,F,9,G
976,1,1,2,3,6,8,G,2,F,9,G
977,3,2,4,7,7,15,G,9,G,8,F
978,4,1,9,3,15,6,F,7,G,4,F
979,3,4,8,8,13,15,G,6,F,9,G
980,2,3,7,6,10,12,G,9,G,9,F
981,5,2,11,4,20,7,F,9,G,9,F
982,2,2,6,7,10,12,G,3,G,9,F
983,4,1,12,2,22,4,F,3,G,9,F
984,3,5,7,11,12,16,G,9,G,9,F
985,4,3,10,7,14,10,F,9,G,4,F
986,1,3,4,6,10,10,draw,8,F,9,G
987,1,2,5,5,12,11,F,9,G,9,F
988,4,1,9,3,14,8,F,9,G,6,F
989,3,4,8,9,15,15,draw,9,G,9,F
990,2,3,6,7,11,12,G,8,F,9,G
991,2,5,5,8,8,12,G,9,G,9,F
992,1,3,4,10,9,16,G,4,F,9,G
993,3,2,6,8,11,17,G,8,F,6,G
994,1,1,4,3,7,7,draw,2,F,9,G
995,5,3,11,8,17,14,F,9,G,9,F
996,3,1,10,4,18,7,F,5,G,9,F
997,2,1,9,6,17,12,F,3,G,9,F
998,3,4,8,7,13,11,F,9,G,9,F
999,0,2,3,6,9,12,G,9,G,6,F
1000,2,2,5,6,9,12,G,6,F,6,G
