rule,game_id,score_F_phase1,score_G_phase1,score_F_phase2,score_G_phase2,score_F,score_G,winner,phase1_turns,phase1_end_player,phase2_turns,phase2_end_player
by_player,494,3,2,7,7,11,13,G,9,G,9,F
by_player,495,2,3,3,7,6,13,G,9,G,8,F
by_player,496,3,0,7,4,13,9,F,9,G,9,F
by_player,497,2,3,5,6,9,10,G,9,G,9,F
by_player,498,0,2,0,4,4,8,G,6,F,2,G
by_player,499,3,3,7,8,10,13,G,9,G,9,F
by_player,500,5,2,9,4,14,8,F,7,G,6,F
by_player,501,3,2,6,5,10,11,G,9,G,9,F
by_player,502,2,2,5,5,11,11,draw,4,F,2,G
by_player,503,1,5,5,9,9,13,G,9,G,9,F
by_player,504,2,1,5,4,11,8,F,8,F,2,G
by_player,505,3,2,8,5,12,10,F,9,G,9,F
by_player,506,3,1,10,5,15,8,F,4,F,9,G
by_player,507,2,2,6,7,11,15,G,7,G,9,F
by_player,508,2,3,5,8,11,12,G,6,F,9,G
by_player,509,3,1,8,6,15,15,draw,2,F,9,G
by_player,510,1,2,4,5,8,8,draw,2,F,9,G
by_player,511,2,1,7,8,12,15,G,2,F,9,G
by_player,512,2,2,7,5,12,11,F,7,G,9,F
by_player,513,2,1,9,5,15,9,F,2,F,9,G
by_player,514,3,3,8,6,14,10,F,9,G,9,F
by_player,515,1,1,6,8,12,16,G,4,F,9,G
by_player,516,1,2,3,4,8,10,G,2,F,2,G
by_player,517,2,2,5,5,10,9,F,9,G,9,F
by_player,518,1,1,6,2,11,7,F,2,F,9,G
by_player,519,2,1,6,5,14,8,F,3,G,9,F
by_player,520,1,2,8,7,16,11,F,2,F,8,G
by_player,521,2,4,5,8,8,13,G,9,G,9,F
by_player,522,3,4,10,8,15,15,draw,9,G,6,F
by_player,523,2,1,7,4,12,12,draw,5,G,6,F
by_player,524,3,2,5,5,9,11,G,9,G,9,F
by_player,525,1,4,4,10,10,18,G,9,G,9,F
by_player,526,1,2,4,5,9,10,G,2,F,9,G
by_player,527,2,3,4,9,9,15,G,4,F,9,G
by_player,528,4,2,8,5,12,10,F,4,F,9,G
by_player,529,2,2,5,4,12,9,F,2,F,2,G
by_player,530,4,4,8,9,12,15,G,9,G,6,F
by_player,531,3,2,7,5,13,8,F,6,F,2,G
by_player,532,2,4,5,6,8,7,F,9,G,9,F
by_player,533,4,3,11,7,18,11,F,7,G,9,F
by_player,534,4,2,9,5,12,11,F,9,G,4,F
by_player,535,1,1,7,4,13,6,F,3,G,9,F
by_player,536,2,4,6,8,10,12,G,9,G,9,F
by_player,537,3,2,9,5,16,10,F,9,G,9,F
by_player,538,2,3,8,6,16,11,F,6,F,9,G
by_player,539,3,3,10,8,16,14,F,7,G,9,F
by_player,540,3,4,7,8,11,14,G,9,G,9,F
by_player,541,2,1,6,5,10,10,draw,2,F,9,G
by_player,542,4,3,8,7,15,11,F,9,G,6,F
by_player,543,5,4,9,9,15,15,draw,9,G,9,F
by_player,544,2,2,5,8,12,14,G,2,F,4,G
by_player,545,2,2,5,8,11,15,G,6,F,9,G
by_player,546,4,1,8,3,12,6,F,7,G,9,F
by_player,547,3,1,10,4,17,8,F,2,F,8,G
by_player,548,3,2,8,6,13,10,F,9,G,9,F
by_player,549,3,4,7,8,12,14,G,9,G,9,F
by_player,550,2,1,9,8,16,14,F,8,F,9,G
by_player,551,2,2,5,5,7,10,G,9,G,9,F
by_player,552,2,2,6,6,12,11,F,8,F,9,G
by_player,553,2,2,4,5,9,10,G,9,G,2,F
by_player,554,1,1,5,7,11,14,G,2,F,9,G
by_player,555,5,1,13,3,22,7,F,9,G,9,F
by_player,556,0,1,2,7,6,13,G,2,F,9,G
by_player,557,4,0,8,2,16,7,F,9,G,6,F
by_player,558,3,1,7,4,10,8,F,9,G,9,F
by_player,559,4,2,8,6,12,11,F,9,G,9,F
by_player,560,3,3,6,6,9,13,G,9,G,9,F
by_player,561,3,3,9,8,16,13,F,5,G,9,F
by_player,562,1,1,3,5,7,10,G,2,F,9,G
by_player,563,6,2,12,5,19,10,F,6,F,9,G
by_player,564,3,3,10,7,17,12,F,9,G,9,F
by_player,565,4,4,8,7,12,12,draw,9,G,2,F
by_player,566,2,1,8,5,12,9,F,5,G,9,F
by_player,567,2,4,6,7,12,12,draw,7,G,9,F
by_player,568,3,3,7,8,12,15,G,9,G,4,F
by_player,569,1,2,4,4,9,11,G,9,G,6,F
by_player,570,1,0,2,1,6,6,draw,4,F,2,G
by_player,571,2,5,6,7,10,12,G,9,G,9,F
by_player,572,2,3,4,10,8,17,G,7,G,4,F
by_player,573,2,1,8,3,15,9,F,3,G,9,F
by_player,574,3,2,8,5,11,8,F,8,F,9,G
by_player,575,3,2,6,4,13,9,F,3,G,2,F
by_player,576,2,2,7,7,13,14,G,9,G,9,F
by_player,577,3,2,5,4,9,5,F,6,F,4,G
by_player,578,2,1,7,5,12,9,F,8,F,9,G
by_player,579,3,3,9,7,17,13,F,9,G,8,F
by_player,580,1,1,6,8,13,13,draw,4,F,9,G
by_player,581,3,3,8,6,13,11,F,9,G,8,F
by_player,582,2,4,7,10,13,15,G,6,F,9,G
by_player,583,5,2,9,7,14,12,F,9,G,9,F
by_player,584,5,4,11,7,19,12,F,9,G,9,F
by_player,585,2,5,7,11,11,16,G,9,G,9,F
by_player,586,1,3,1,6,4,11,G,2,F,9,G
by_player,587,3,1,11,5,19,11,F,6,F,9,G
by_player,588,3,0,9,1,15,5,F,9,G,9,F
by_player,589,5,2,11,7,16,11,F,9,G,8,F
by_player,590,3,5,8,11,13,18,G,8,F,9,G
by_player,591,2,3,5,6,9,10,G,9,G,9,F
by_player,592,4,2,9,5,14,8,F,9,G,6,F
by_player,593,5,2,13,4,20,8,F,5,G,6,F
by_player,594,2,1,4,3,12,9,F,2,F,2,G
by_player,595,4,2,7,6,12,12,draw,4,F,9,G
by_player,596,2,1,4,7,8,12,G,2,F,9,G
by_player,597,3,1,8,5,12,9,F,9,G,9,F
by_player,598,2,0,7,5,11,10,F,3,G,9,F
by_player,599,2,2,6,8,11,14,G,9,G,9,F
by_player,600,5,2,11,7,15,12,F,9,G,9,F
by_player,601,6,1,14,4,20,9,F,9,G,9,F
by_player,602,1,2,3,5,9,11,G,2,F,6,G
by_player,603,3,2,8,8,14,15,G,9,G,9,F
by_player,604,2,3,5,6,10,9,F,9,G,9,F
by_player,605,4,2,8,5,13,9,F,9,G,4,F
by_player,606,2,3,6,8,11,15,G,9,G,9,F
by_player,607,1,1,4,3,8,8,draw,9,G,9,F
by_player,608,4,5,8,7,13,10,F,9,G,9,F
by_player,609,1,1,5,8,9,15,G,2,F,9,G
by_player,610,1,4,2,10,4,15,G,9,G,9,F
by_player,611,5,3,10,8,14,14,draw,9,G,9,F
by_player,612,1,3,2,6,5,12,G,9,G,4,F
by_player,613,0,0,6,2,11,6,F,9,G,6,F
by_player,614,1,3,6,8,13,12,F,2,F,9,G
by_player,615,1,1,3,4,8,10,G,4,F,9,G
by_player,616,1,1,4,3,6,7,G,9,G,9,F
by_player,617,0,3,3,8,9,13,G,9,G,4,F
by_player,618,3,4,8,7,15,12,F,9,G,9,F
by_player,619,2,3,6,7,14,11,F,3,G,2,F
by_player,620,4,2,8,6,12,11,F,9,G,9,F
by_player,621,2,3,6,9,9,15,G,5,G,9,F
by_player,622,3,2,6,4,10,9,F,9,G,6,F
by_player,623,3,3,7,7,12,13,G,9,G,8,F
by_player,624,3,3,10,8,15,11,F,9,G,6,F
by_player,625,4,2,12,5,16,9,F,9,G,9,F
by_player,626,5,4,10,8,14,15,G,9,G,9,F
by_player,627,2,1,6,6,13,12,F,5,G,9,F
by_player,628,3,5,8,12,13,18,G,9,G,9,F
by_player,629,3,4,7,10,13,17,G,6,F,6,G
by_player,630,1,1,3,3,9,7,F,2,F,2,G
by_player,631,2,2,4,5,9,9,draw,6,F,4,G
by_player,632,3,3,7,7,9,13,G,9,G,9,F
by_player,633,2,1,9,6,17,12,F,2,F,9,G
by_player,634,5,4,9,8,12,12,draw,9,G,6,F
by_player,635,1,5,2,9,3,17,G,9,G,9,F
by_player,636,4,3,9,9,14,14,draw,9,G,8,F
by_player,637,3,1,11,4,17,9,F,6,F,9,G
by_player,638,3,1,7,4,11,8,F,5,G,9,F
by_player,639,3,3,7,5,10,8,F,8,F,8,G
by_player,640,3,5,7,9,11,12,G,9,G,9,F
by_player,641,3,2,6,5,13,9,F,4,F,4,G
by_player,642,4,2,8,4,11,9,F,9,G,9,F
by_player,643,6,2,11,8,18,13,F,9,G,9,F
by_player,644,2,4,7,7,11,14,G,9,G,9,F
by_player,645,2,4,6,9,10,15,G,6,F,2,G
by_player,646,0,2,0,3,4,8,G,7,G,2,F
by_player,647,2,4,5,10,11,18,G,6,F,9,G
by_player,648,3,3,12,6,18,11,F,9,G,9,F
by_player,649,1,1,7,6,14,11,F,9,G,9,F
by_player,650,3,2,8,4,13,10,F,9,G,4,F
by_player,651,4,3,9,7,15,14,F,9,G,9,F
by_player,652,0,1,5,4,6,8,G,2,F,9,G
by_player,653,2,1,5,3,15,9,F,2,F,2,G
by_player,654,4,2,9,5,15,9,F,7,G,9,F
by_player,655,2,2,6,6,14,13,F,8,F,4,G
by_player,656,4,3,9,5,17,10,F,9,G,2,F
by_player,657,4,1,10,6,17,11,F,7,G,9,F
by_player,658,2,4,5,8,7,12,G,9,G,9,F
by_player,659,2,3,6,6,11,12,G,4,F,9,G
by_player,660,3,4,7,8,15,12,F,9,G,4,F
by_player,661,1,2,3,5,5,7,G,2,F,8,G
by_player,662,1,3,5,6,10,11,G,5,G,9,F
by_player,663,4,4,7,9,9,16,G,6,F,8,G
by_player,664,2,3,6,8,11,13,G,9,G,9,F
by_player,665,1,1,6,6,10,12,G,2,F,9,G
by_player,666,2,4,6,9,11,16,G,9,G,9,F
by_player,667,4,3,10,8,17,13,F,9,G,9,F
by_player,668,3,4,8,7,15,12,F,9,G,9,F
by_player,669,2,2,4,4,6,10,G,9,G,2,F
by_player,670,4,2,11,5,18,10,F,7,G,9,F
by_player,671,4,2,9,4,15,9,F,5,G,8,F
by_player,672,4,3,8,8,12,14,G,7,G,9,F
by_player,673,2,0,8,2,12,4,F,5,G,9,F
by_player,674,4,2,8,7,12,13,G,4,F,9,G
by_player,675,4,3,7,7,9,12,G,9,G,9,F
by_player,676,3,1,9,6,14,12,F,8,F,9,G
by_player,677,0,1,4,4,12,7,F,2,F,4,G
by_player,678,2,2,5,6,8,11,G,5,G,8,F
by_player,679,3,3,10,8,21,13,F,4,F,8,G
by_player,680,2,2,9,5,15,9,F,7,G,9,F
by_player,681,4,2,10,4,16,8,F,7,G,9,F
by_player,682,3,2,8,6,12,11,F,9,G,9,F
by_player,683,1,2,4,5,7,9,G,9,G,9,F
by_player,684,4,3,8,6,14,13,F,9,G,2,F
by_player,685,2,1,5,5,8,11,G,4,F,9,G
by_player,686,2,3,7,9,12,17,G,8,F,9,G
by_player,687,3,1,7,4,12,8,F,5,G,9,F
by_player,688,3,5,7,12,10,19,G,7,G,9,F
by_player,689,2,1,8,5,15,11,F,5,G,9,F
by_player,690,0,0,5,5,11,8,F,2,F,9,G
by_player,691,3,3,8,9,12,15,G,9,G,6,F
by_player,692,3,2,6,5,11,12,G,7,G,2,F
by_player,693,4,1,8,5,12,9,F,9,G,9,F
by_player,694,3,3,8,7,13,9,F,5,G,9,F
by_player,695,1,1,5,7,11,14,G,4,F,9,G
by_player,696,3,3,9,6,15,11,F,9,G,9,F
by_player,697,2,2,6,8,11,15,G,7,G,9,F
by_player,698,2,3,6,6,11,12,G,9,G,9,F
by_player,699,2,2,6,6,12,10,F,6,F,9,G
by_player,700,4,1,10,6,15,11,F,9,G,9,F
by_player,701,3,2,7,5,12,9,F,9,G,9,F
by_player,702,4,2,10,5,13,8,F,9,G,6,F
by_player,703,2,2,4,7,8,11,G,6,F,9,G
by_player,704,3,2,8,5,12,9,F,5,G,9,F
by_player,705,3,5,7,10,11,16,G,8,F,8,G
by_player,706,1,0,3,5,7,11,G,2,F,9,G
by_player,707,6,3,11,8,17,15,F,7,G,2,F
by_player,708,2,3,5,9,9,15,G,6,F,9,G
by_player,709,3,3,7,9,11,15,G,4,F,9,G
by_player,710,3,5,7,10,16,15,F,6,F,2,G
by_player,711,1,2,8,5,12,10,F,7,G,9,F
by_player,712,1,1,7,4,15,10,F,2,F,9,G
by_player,713,2,1,5,4,9,8,F,5,G,9,F
by_player,714,2,1,7,5,13,11,F,5,G,4,F
by_player,715,2,3,5,7,11,13,G,9,G,2,F
by_player,716,3,4,9,9,15,13,F,9,G,9,F
by_player,717,2,1,5,2,8,7,F,9,G,2,F
by_player,718,2,4,4,7,6,12,G,9,G,9,F
by_player,719,2,0,8,4,14,8,F,5,G,9,F
by_player,720,5,5,12,10,18,15,F,9,G,9,F
by_player,721,2,3,5,4,9,7,F,9,G,8,F
by_player,722,2,3,7,7,11,12,G,7,G,9,F
by_player,723,5,3,9,8,13,15,G,9,G,8,F
by_player,724,2,1,10,4,17,8,F,3,G,8,F
by_player,725,2,2,6,6,9,12,G,9,G,9,F
by_player,726,1,1,4,4,10,9,F,2,F,4,G
by_player,727,3,4,8,10,11,16,G,6,F,9,G
by_player,728,4,2,9,4,14,8,F,9,G,9,F
by_player,729,1,3,4,7,11,14,G,9,G,2,F
by_player,730,3,4,10,10,17,18,G,9,G,9,F
by_player,731,3,2,8,4,15,7,F,7,G,9,F
by_player,732,2,3,6,7,12,13,G,9,G,9,F
by_player,733,3,1,9,5,14,11,F,5,G,8,F
by_player,734,2,3,8,8,16,16,draw,3,G,9,F
by_player,735,3,2,10,8,15,13,F,9,G,9,F
by_player,736,1,0,3,3,8,6,F,2,F,6,G
by_player,737,3,4,8,9,14,13,F,9,G,9,F
by_player,738,4,1,7,5,9,11,G,7,G,8,F
by_player,739,4,4,8,8,12,11,F,9,G,9,F
by_player,740,6,2,11,6,15,9,F,9,G,9,F
by_player,741,0,3,3,8,5,14,G,5,G,8,F
by_player,742,4,4,7,9,11,16,G,9,G,9,F
by_player,743,4,5,9,10,15,14,F,7,G,9,F
by_player,744,3,6,7,12,11,18,G,9,G,4,F
by_player,745,3,2,8,6,11,13,G,9,G,4,F
by_player,746,3,2,9,7,14,14,draw,9,G,4,F
by_player,747,3,1,10,4,16,10,F,3,G,9,F
by_player,748,3,4,8,8,14,12,F,9,G,9,F
by_player,749,1,2,6,8,13,15,G,2,F,9,G
by_player,750,4,1,8,6,11,12,G,9,G,9,F
by_player,751,4,4,8,7,12,14,G,9,G,9,F
by_player,752,1,1,6,5,13,11,F,2,F,9,G
by_player,753,4,3,10,7,17,12,F,8,F,4,G
by_player,754,0,0,0,2,3,7,G,2,F,2,G
by_player,755,4,3,9,7,15,13,F,9,G,2,F
by_player,756,1,3,8,8,18,14,F,5,G,9,F
by_player,757,2,4,6,10,14,15,G,9,G,9,F
by_player,758,3,3,10,7,15,12,F,9,G,9,F
by_player,759,2,2,5,7,11,11,draw,6,F,4,G
by_player,760,0,1,3,5,6,11,G,3,G,8,F
by_player,761,3,2,7,6,11,12,G,8,F,9,G
by_player,762,6,4,11,9,18,16,F,9,G,8,F
by_player,763,2,1,9,4,18,10,F,3,G,9,F
by_player,764,5,0,10,3,16,8,F,9,G,9,F
by_player,765,3,3,7,6,10,9,F,9,G,9,F
by_player,766,3,1,6,3,10,8,F,9,G,2,F
by_player,767,5,3,10,7,16,13,F,9,G,9,F
by_player,768,5,2,10,5,14,9,F,9,G,2,F
by_player,769,3,1,8,2,16,6,F,5,G,8,F
by_player,770,3,1,8,5,13,9,F,9,G,9,F
by_player,771,3,3,7,5,11,8,F,9,G,9,F
by_player,772,2,0,5,2,10,8,F,3,G,9,F
by_player,773,2,3,6,8,12,14,G,9,G,6,F
by_player,774,2,2,11,5,20,10,F,9,G,9,F
by_player,775,5,4,9,8,16,14,F,8,F,9,G
by_player,776,2,2,6,7,12,14,G,3,G,4,F
by_player,777,3,2,7,4,14,9,F,9,G,9,F
by_player,778,1,2,3,5,5,7,G,9,G,9,F
by_player,779,2,2,6,8,13,15,G,2,F,9,G
by_player,780,1,1,7,4,13,9,F,2,F,8,G
by_player,781,6,4,13,10,21,18,F,9,G,9,F
by_player,782,3,5,8,11,13,17,G,9,G,9,F
by_player,783,3,2,7,7,11,12,G,5,G,9,F
by_player,784,1,0,7,4,14,10,F,3,G,9,F
by_player,785,2,3,5,7,9,14,G,9,G,9,F
by_player,786,2,3,6,8,10,13,G,9,G,9,F
by_player,787,3,4,10,9,16,14,F,9,G,9,F
by_player,788,1,1,7,4,13,8,F,2,F,9,G
by_player,789,3,1,8,4,13,10,F,5,G,9,F
by_player,790,2,3,7,8,11,14,G,9,G,9,F
by_player,791,3,4,9,9,17,15,F,6,F,9,G
by_player,792,2,4,6,7,10,8,F,9,G,9,F
by_player,793,2,1,3,3,6,6,draw,9,G,6,F
by_player,794,2,2,5,5,10,9,F,4,F,9,G
by_player,795,2,0,3,2,5,5,draw,5,G,4,F
by_player,796,2,1,5,3,11,9,F,2,F,2,G
by_player,797,1,2,5,5,10,11,G,6,F,6,G
by_player,798,2,2,4,3,7,3,F,9,G,9,F
by_player,799,2,2,8,6,15,12,F,5,G,9,F
by_player,800,1,0,10,5,17,12,F,2,F,9,G
by_player,801,5,2,11,7,15,12,F,6,F,9,G
by_player,802,2,2,5,4,9,8,F,9,G,2,F
by_player,803,2,4,4,7,6,11,G,9,G,9,F
by_player,804,5,5,9,10,14,16,G,9,G,6,F
by_player,805,1,3,5,7,10,13,G,5,G,9,F
by_player,806,1,3,6,7,13,14,G,2,F,9,G
by_player,807,3,2,10,6,16,10,F,9,G,9,F
by_player,808,2,1,8,6,15,10,F,3,G,9,F
by_player,809,1,2,4,5,8,10,G,9,G,9,F
by_player,810,4,2,8,8,14,14,draw,5,G,9,F
by_player,811,1,3,5,7,10,12,G,2,F,6,G
by_player,812,1,3,4,7,7,13,G,9,G,9,F
by_player,813,2,2,8,9,14,17,G,3,G,9,F
by_player,814,3,3,5,8,10,15,G,9,G,9,F
by_player,815,2,2,5,7,9,13,G,9,G,9,F
by_player,816,1,0,6,2,13,6,F,3,G,6,F
by_player,817,3,3,7,8,14,13,F,5,G,9,F
by_player,818,4,0,9,3,14,9,F,9,G,9,F
by_player,819,4,4,8,10,13,14,G,9,G,6,F
by_player,820,4,3,10,7,15,12,F,9,G,9,F
by_player,821,1,0,3,5,9,12,G,2,F,9,G
by_player,822,3,5,7,11,12,17,G,7,G,4,F
by_player,823,6,3,11,6,16,9,F,9,G,9,F
by_player,824,1,3,8,10,16,16,draw,3,G,9,F
by_player,825,4,0,9,4,15,5,F,5,G,8,F
by_player,826,3,4,7,9,13,16,G,9,G,2,F
by_player,827,2,4,5,6,9,8,F,9,G,9,F
by_player,828,3,4,8,8,13,14,G,7,G,9,F
by_player,829,1,2,5,6,12,9,F,4,F,9,G
by_player,830,0,0,3,5,7,9,G,2,F,9,G
by_player,831,2,6,4,12,7,19,G,9,G,2,F
by_player,832,1,2,5,10,9,17,G,9,G,9,F
by_player,833,3,4,7,8,11,13,G,9,G,9,F
by_player,834,3,0,10,2,16,5,F,9,G,9,F
by_player,835,3,0,6,4,9,7,F,9,G,9,F
by_player,836,1,2,4,5,8,12,G,9,G,2,F
by_player,837,3,3,9,5,15,7,F,9,G,9,F
by_player,838,0,0,4,5,10,10,draw,2,F,9,G
by_player,839,3,3,7,6,11,11,draw,9,G,9,F
by_player,840,4,5,10,8,14,12,F,7,G,9,F
by_player,841,5,2,10,8,15,14,F,9,G,9,F
by_player,842,3,4,8,6,14,14,draw,9,G,9,F
by_player,843,3,4,8,7,13,12,F,9,G,9,F
by_player,844,2,2,5,4,11,7,F,3,G,2,F
by_player,845,1,1,6,4,11,11,draw,4,F,9,G
by_player,846,4,3,9,6,14,9,F,9,G,9,F
by_player,847,1,2,6,7,12,11,F,3,G,9,F
by_player,848,3,1,6,3,11,5,F,5,G,9,F
by_player,849,1,0,3,1,8,4,F,9,G,9,F
by_player,850,3,5,8,11,13,19,G,9,G,9,F
by_player,851,3,1,7,7,13,13,draw,5,G,8,F
by_player,852,2,3,6,6,10,12,G,9,G,9,F
by_player,853,1,2,5,8,9,12,G,5,G,6,F
by_player,854,4,1,7,6,12,11,F,9,G,9,F
by_player,855,1,2,3,4,7,11,G,6,F,2,G
by_player,856,4,1,7,4,11,9,F,9,G,9,F
by_player,857,3,2,8,8,14,14,draw,4,F,9,G
by_player,858,2,1,5,3,10,9,F,3,G,2,F
by_player,859,2,2,7,7,14,15,G,5,G,9,F
by_player,860,3,0,6,3,9,7,F,5,G,8,F
by_player,861,4,4,11,8,17,13,F,8,F,9,G
by_player,862,4,1,9,3,13,7,F,9,G,9,F
by_player,863,2,1,4,5,9,10,G,3,G,9,F
by_player,864,1,2,5,7,15,15,draw,8,F,8,G
by_player,865,1,3,5,6,10,12,G,9,G,9,F
by_player,866,1,3,3,4,4,8,G,9,G,9,F
by_player,867,3,1,7,5,14,11,F,2,F,6,G
by_player,868,2,0,6,3,12,9,F,5,G,9,F
by_player,869,3,2,7,5,12,10,F,9,G,9,F
by_player,870,1,1,6,6,12,10,F,2,F,9,G
by_player,871,0,1,3,6,9,12,G,4,F,8,G
by_player,872,2,1,5,5,8,10,G,2,F,9,G
by_player,873,3,3,8,8,12,13,G,6,F,9,G
by_player,874,5,3,10,8,16,15,F,7,G,9,F
by_player,875,4,4,9,8,15,14,F,9,G,9,F
by_player,876,1,0,7,3,12,6,F,2,F,9,G
by_player,877,3,2,8,6,15,13,F,5,G,9,F
by_player,878,4,3,8,6,15,12,F,9,G,6,F
by_player,879,4,5,9,10,13,14,G,9,G,4,F
by_player,880,3,4,8,10,12,15,G,9,G,9,F
by_player,881,3,3,8,6,12,12,draw,9,G,9,F
by_player,882,3,3,7,9,12,16,G,4,F,6,G
by_player,883,2,1,8,6,13,12,F,8,F,9,G
by_player,884,3,3,7,7,11,11,draw,9,G,9,F
by_player,885,1,1,6,7,11,13,G,2,F,9,G
by_player,886,3,0,9,3,18,7,F,5,G,9,F
by_player,887,4,1,8,4,13,9,F,8,F,8,G
by_player,888,1,2,6,8,9,14,G,9,G,9,F
by_player,889,2,3,6,6,10,10,draw,9,G,9,F
by_player,890,1,0,6,4,8,10,G,2,F,9,G
by_player,891,4,1,8,4,14,6,F,9,G,8,F
by_player,892,3,0,8,5,13,8,F,4,F,9,G
by_player,893,2,2,6,5,11,10,F,3,G,4,F
by_player,894,3,3,6,6,13,11,F,9,G,4,F
by_player,895,2,3,6,9,11,16,G,8,F,4,G
by_player,896,1,3,5,9,11,15,G,9,G,9,F
by_player,897,4,3,8,7,13,12,F,5,G,4,F
by_player,898,3,1,7,3,12,6,F,9,G,9,F
by_player,899,4,3,9,6,14,10,F,9,G,9,F
by_player,900,5,2,9,8,15,14,F,8,F,9,G
by_player,901,1,1,4,5,9,13,G,2,F,9,G
by_player,902,1,0,6,3,13,10,F,2,F,9,G
by_player,903,2,2,4,3,7,6,F,4,F,6,G
by_player,904,1,0,3,2,8,8,draw,4,F,4,G
by_player,905,2,0,7,2,12,7,F,3,G,9,F
by_player,906,3,2,9,5,16,9,F,9,G,9,F
by_player,907,5,1,9,3,13,7,F,5,G,4,F
by_player,908,1,2,5,8,10,14,G,4,F,9,G
by_player,909,0,2,2,4,5,8,G,9,G,9,F
by_player,910,3,3,7,7,11,11,draw,8,F,9,G
by_player,911,0,3,0,6,2,12,G,9,G,8,F
by_player,912,4,4,8,11,14,18,G,5,G,9,F
by_player,913,6,4,12,8,17,12,F,9,G,9,F
by_player,914,3,3,10,7,17,13,F,7,G,9,F
by_player,915,2,2,9,5,14,9,F,3,G,9,F
by_player,916,1,1,3,3,8,8,draw,3,G,4,F
by_player,917,4,2,9,6,15,12,F,8,F,9,G
by_player,918,1,0,4,1,7,7,draw,9,G,9,F
by_player,919,3,2,6,6,10,12,G,6,F,2,G
by_player,920,3,4,8,8,13,9,F,8,F,9,G
by_player,921,2,4,6,7,10,12,G,9,G,9,F
by_player,922,4,3,9,7,14,13,F,5,G,4,F
by_player,923,4,4,10,9,15,14,F,9,G,4,F
by_player,924,2,3,5,8,10,13,G,9,G,9,F
by_player,925,2,2,8,6,13,11,F,4,F,9,G
by_player,926,4,1,10,4,17,10,F,9,G,9,F
by_player,927,2,5,8,9,14,13,F,9,G,9,F
by_player,928,0,1,4,3,6,7,G,9,G,9,F
by_player,929,3,3,8,9,14,16,G,6,F,9,G
by_player,930,2,2,8,6,14,12,F,9,G,9,F
by_player,931,4,2,12,6,19,12,F,9,G,9,F
by_player,932,4,3,8,9,13,17,G,9,G,9,F
by_player,933,2,5,6,11,13,17,G,9,G,4,F
by_player,934,2,2,6,6,14,11,F,4,F,9,G
by_player,935,2,2,8,6,16,11,F,3,G,9,F
by_player,936,3,4,7,8,13,13,draw,9,G,2,F
by_player,937,2,3,7,9,14,15,G,8,F,6,G
by_player,938,4,2,10,7,16,13,F,6,F,8,G
by_player,939,2,0,7,4,13,8,F,3,G,9,F
by_player,940,2,2,4,6,9,12,G,7,G,2,F
by_player,941,2,0,7,3,13,8,F,9,G,6,F
by_player,942,2,4,5,7,9,11,G,9,G,9,F
by_player,943,2,3,5,7,9,13,G,9,G,9,F
by_player,944,3,4,5,8,9,13,G,9,G,4,F
by_player,945,2,1,6,2,11,7,F,2,F,9,G
by_player,946,2,1,8,5,13,14,G,9,G,8,F
by_player,947,2,2,5,5,10,11,G,3,G,2,F
by_player,948,3,2,7,5,12,10,F,9,G,9,F
by_player,949,4,3,9,6,13,10,F,9,G,4,F
by_player,950,4,0,7,4,9,10,G,9,G,9,F
by_player,951,2,1,5,4,7,8,G,3,G,9,F
by_player,952,1,1,5,6,11,13,G,2,F,9,G
by_player,953,5,1,10,2,14,8,F,9,G,2,F
by_player,954,3,3,7,4,12,7,F,9,G,9,F
by_player,955,3,3,5,8,11,15,G,9,G,2,F
by_player,956,6,3,10,6,13,9,F,9,G,9,F
by_player,957,4,2,11,5,18,11,F,9,G,9,F
by_player,958,7,1,14,3,21,7,F,9,G,9,F
by_player,959,4,4,6,8,10,13,G,6,F,9,G
by_player,960,3,1,5,3,9,9,draw,9,G,4,F
by_player,961,1,3,2,7,7,12,G,6,F,4,G
by_player,962,1,3,6,11,13,18,G,2,F,9,G
by_player,963,3,0,10,6,17,11,F,3,G,9,F
by_player,964,3,3,6,6,9,12,G,9,G,9,F
by_player,965,1,5,2,10,6,15,G,9,G,9,F
by_player,966,0,1,2,4,8,11,G,5,G,2,F
by_player,967,1,1,5,5,11,12,G,3,G,6,F
by_player,968,3,2,10,6,17,13,F,5,G,9,F
by_player,969,2,2,6,3,11,7,F,9,G,9,F
by_player,970,4,3,9,8,13,11,F,9,G,8,F
by_player,971,2,4,4,8,7,12,G,9,G,2,F
by_player,972,2,1,6,5,12,10,F,2,F,4,G
by_player,973,4,5,9,11,13,18,G,9,G,9,F
by_player,974,3,1,9,6,16,15,F,2,F,9,G
by_player,975,1,1,3,3,7,6,F,2,F,2,G
by_player,976,3,4,6,9,11,13,G,9,G,8,F
by_player,977,0,1,3,4,6,8,G,2,F,9,G
by_player,978,0,1,3,3,9,7,F,2,F,6,G
by_player,979,5,1,10,2,14,3,F,9,G,4,F
by_player,980,2,3,4,8,7,13,G,9,G,6,F
by_player,981,4,2,10,5,15,11,F,5,G,9,F
by_player,982,2,1,8,7,15,12,F,4,F,9,G
by_player,983,2,1,6,7,11,14,G,4,F,9,G
by_player,984,2,3,7,6,14,10,F,9,G,9,F
by_player,985,2,1,4,2,6,7,G,9,G,2,F
by_player,986,2,2,5,6,8,12,G,4,F,2,G
by_player,987,0,2,1,6,4,12,G,3,G,4,F
by_player,988,1,1,7,3,18,8,F,2,F,8,G
